Questions,Followers,Answered,Link
"I ran code from Kaggle 3 times with a different data set each time, and wrote summaries about it for my capstone. How can I turn this into an abstract? What could it be about, like the purpose?",1,0,/unanswered/I-ran-code-from-Kaggle-3-times-with-a-different-data-set-each-time-and-wrote-summaries-about-it-for-my-capstone-How-can-I-turn-this-into-an-abstract-What-could-it-be-about-like-the-purpose
"Where can I get Bitcoin historical data (maybe from the years 2016-2017) of a 1 minute interval from? I found data sets from Kaggle, but some of the data was missing.",2,0,/unanswered/Where-can-I-get-Bitcoin-historical-data-maybe-from-the-years-2016-2017-of-a-1-minute-interval-from-I-found-data-sets-from-Kaggle-but-some-of-the-data-was-missing
I’m a test engineer and I would like to move into data science. I’m not sure where to start. I thought I’ve been looking at Kaggle datasets and submissions. How can I start applying for jobs once I have the basic knowledge of the underlying concepts?,4,1,/I-m-a-test-engineer-and-I-would-like-to-move-into-data-science-I-m-not-sure-where-to-start-I-thought-I-ve-been-looking-at-Kaggle-datasets-and-submissions-How-can-I-start-applying-for-jobs-once-I-have-the-basic
"I am in 1st Mtech CS., I like machine learning very much, and attempted a few problems in Kaggle. Is there any company, offerning internships for 30-45 days in machine learning?",1,0,/unanswered/I-am-in-1st-Mtech-CS-I-like-machine-learning-very-much-and-attempted-a-few-problems-in-Kaggle-Is-there-any-company-offerning-internships-for-30-45-days-in-machine-learning
"What are the top Kaggle (or any other) projects for beginner ""Data Analytics"" with Python which I should go for and as well as I can mention those projects in my resume?",3,1,/What-are-the-top-Kaggle-or-any-other-projects-for-beginner-Data-Analytics-with-Python-which-I-should-go-for-and-as-well-as-I-can-mention-those-projects-in-my-resume
"How do I actually learn ML from Kaggle kernels? All of the notebooks are way too hard for newbies to use. Even if I type with my beginner level Python, I don’t understand a lot of it. Even if I do, I can’t remember all the stuff done and why.",3,1,/How-do-I-actually-learn-ML-from-Kaggle-kernels-All-of-the-notebooks-are-way-too-hard-for-newbies-to-use-Even-if-I-type-with-my-beginner-level-Python-I-don-t-understand-a-lot-of-it-Even-if-I-do-I-can-t-remember-all
What point of time is maths used in machine learning? I never see any kernels in Kaggle using mathematics.,2,0,/unanswered/What-point-of-time-is-maths-used-in-machine-learning-I-never-see-any-kernels-in-Kaggle-using-mathematics
What do the columns present in the “Prudential Life insurance Assessment”(Kaggle) dataset for predicting risk in Life insurance imply? What are the individual data points in the dataset?,1,0,/unanswered/What-do-the-columns-present-in-the-Prudential-Life-insurance-Assessment-Kaggle-dataset-for-predicting-risk-in-Life-insurance-imply-What-are-the-individual-data-points-in-the-dataset
Should I settle for a permanent contract (which is nearly extinct in the Netherlands) with a far below average salary? I’m a fresh MSc Data Science graduate completing 4 Kaggle competitions (top 8%) and 2 machine learning internships.,2,1,/Should-I-settle-for-a-permanent-contract-which-is-nearly-extinct-in-the-Netherlands-with-a-far-below-average-salary-I-m-a-fresh-MSc-Data-Science-graduate-completing-4-Kaggle-competitions-top-8-and-2-machine-learning
How can I get datasets to work for MySQL? I have downloaded a dataset from kaggle but its a .SQLite document. Also how would it work when working with a .csv?,1,1,/How-can-I-get-datasets-to-work-for-MySQL-I-have-downloaded-a-dataset-from-kaggle-but-its-a-SQLite-document-Also-how-would-it-work-when-working-with-a-csv
"Why should I invest time and effort in ML (courses, Kaggle, projects, math), when I could just read the docs of tools like AutoML, AutoKeras, Auto<insert library> and train a relatively good model in less than 20 minutes with no knowledge of ML?",3,1,/Why-should-I-invest-time-and-effort-in-ML-courses-Kaggle-projects-math-when-I-could-just-read-the-docs-of-tools-like-AutoML-AutoKeras-Auto-insert-library-and-train-a-relatively-good-model-in-less-than-20-minutes
How can I use Kaggle's TPU to run big data sets projects?,1,1,/How-can-I-use-Kaggles-TPU-to-run-big-data-sets-projects
What are the individual uses of the fields in the Kaggle Prudential Life Insurance competition? Why do we need product information in life insurance? What are those 41 medical history fields related to?,1,0,/unanswered/What-are-the-individual-uses-of-the-fields-in-the-Kaggle-Prudential-Life-Insurance-competition-Why-do-we-need-product-information-in-life-insurance-What-are-those-41-medical-history-fields-related-to
"Are publications in the field of computer science/social informatics, plus at least 1 won Kaggle competition, enough for my resume to be hired as a junior data scientist/data scientist, or may I still be rejected due to lack of commercial experience?",2,1,/Are-publications-in-the-field-of-computer-science-social-informatics-plus-at-least-1-won-Kaggle-competition-enough-for-my-resume-to-be-hired-as-a-junior-data-scientist-data-scientist-or-may-I-still-be-rejected-due-to-lack-of-commercial-experience
How did Kaggle contribute to your professional growth?,0,0,/unanswered/How-did-Kaggle-contribute-to-your-professional-growth
"What happens after you win a Kaggle prize? Do they easily transfer the prize to you or do you have to send some documents to them? Generally, what are the steps to get your prize?",0,1,/What-happens-after-you-win-a-Kaggle-prize-Do-they-easily-transfer-the-prize-to-you-or-do-you-have-to-send-some-documents-to-them-Generally-what-are-the-steps-to-get-your-prize
How can I upload competition's data when I use Kaggle's kernel?,2,1,/How-can-I-upload-competitions-data-when-I-use-Kaggles-kernel-1
"How do I learn TensorFlow, SciPy, NumPy, etc. effectively within 1 month for the Kaggle competition? Is it necessary to memorize all the functions of this library or can I use Google to copy and paste if I understand how those methods work properly?",4,0,/unanswered/How-do-I-learn-TensorFlow-SciPy-NumPy-etc-effectively-within-1-month-for-the-Kaggle-competition-Is-it-necessary-to-memorize-all-the-functions-of-this-library-or-can-I-use-Google-to-copy-and-paste-if-I-understand-how
How do you go about hiring someone to write script for you in R? I just need basic loops to turn into Kaggle for a class but have no idea what I am doing.,1,1,/How-do-you-go-about-hiring-someone-to-write-script-for-you-in-R-I-just-need-basic-loops-to-turn-into-Kaggle-for-a-class-but-have-no-idea-what-I-am-doing
"What are the multiple online platforms and communities for data science learners to engage with for learning, practice, application, research, exposure and other activities in data science and ML (apart from the competitive ones, such as Kaggle)?",1,0,/unanswered/What-are-the-multiple-online-platforms-and-communities-for-data-science-learners-to-engage-with-for-learning-practice-application-research-exposure-and-other-activities-in-data-science-and-ML-apart-from-the
How can I fix 'Error when plotting on Kaggle using Seaborn. Error says I have categorical data even my data is int64' in Python?,1,0,/unanswered/How-can-I-fix-Error-when-plotting-on-Kaggle-using-Seaborn-Error-says-I-have-categorical-data-even-my-data-is-int64-in-Python
Google Colab Vs Kaggle Kernels: Which Of The Two Platforms Should You Go For?,1,0,/unanswered/Google-Colab-Vs-Kaggle-Kernels-Which-Of-The-Two-Platforms-Should-You-Go-For
How can I become intern at airbnb as data scientist as I don't own degree from harvard or mit but I have good rank in kaggle and hold mooc certificate?,1,0,/unanswered/How-can-I-become-intern-at-airbnb-as-data-scientist-as-I-dont-own-degree-from-harvard-or-mit-but-I-have-good-rank-in-kaggle-and-hold-mooc-certificate
How can I run Kaggle Kernel in the background?,1,0,/unanswered/How-can-I-run-Kaggle-Kernel-in-the-background
What would it take for Kaggle to become an industry standard for data analysis environment for public datasets? Did you consider opensourcing Kernels?,0,0,/unanswered/What-would-it-take-for-Kaggle-to-become-an-industry-standard-for-data-analysis-environment-for-public-datasets-Did-you-consider-opensourcing-Kernels
What is your opinion of free courses offered by Kaggle?,1,0,/unanswered/What-is-your-opinion-of-free-courses-offered-by-Kaggle
"How do I install ""feature_engine"" on Kaggle?",1,0,/unanswered/How-do-I-install-feature_engine-on-Kaggle
I am learning basics of R. How should I make a start to working on Kaggle? Any advice that can be given.,2,0,/unanswered/I-am-learning-basics-of-R-How-should-I-make-a-start-to-working-on-Kaggle-Any-advice-that-can-be-given
"What is the ""Kernels only"" version of a Kaggle project?",2,0,/unanswered/What-is-the-Kernels-only-version-of-a-Kaggle-project
How do I write code to automatically download a dataset from UCI or Kaggle? Is there a way to write codes to automatically unzip a CSV file without depending on where the person stores the file?,1,0,/unanswered/How-do-I-write-code-to-automatically-download-a-dataset-from-UCI-or-Kaggle-Is-there-a-way-to-write-codes-to-automatically-unzip-a-CSV-file-without-depending-on-where-the-person-stores-the-file
How can I switch my career to data science? I am currently working as a CAE analyst (FEA) in a pure mechanical project. I have done a lot of courses on data science & also did some Kaggle projects but my professional project is completely different.,4,1,/How-can-I-switch-my-career-to-data-science-I-am-currently-working-as-a-CAE-analyst-FEA-in-a-pure-mechanical-project-I-have-done-a-lot-of-courses-on-data-science-also-did-some-Kaggle-projects-but-my-professional
"How tough is it for an electronics undergrad student with an avg. GPA of 3.0 to get into MCDS in CMU, although having great work and research experience on ML and DL along with Kaggle contributions?",1,0,/unanswered/How-tough-is-it-for-an-electronics-undergrad-student-with-an-avg-GPA-of-3-0-to-get-into-MCDS-in-CMU-although-having-great-work-and-research-experience-on-ML-and-DL-along-with-Kaggle-contributions
Have you ever considered hosting a Kaggle competition with constraints to limit the complexity of the proposed models?,0,0,/unanswered/Have-you-ever-considered-hosting-a-Kaggle-competition-with-constraints-to-limit-the-complexity-of-the-proposed-models
I am making a new computer to replace an old one. How much RAM are recommended to run most Kaggle competitions?,1,0,/unanswered/I-am-making-a-new-computer-to-replace-an-old-one-How-much-RAM-are-recommended-to-run-most-Kaggle-competitions
"How do I use both mathches.csv and deleiveries.csv for making a prediction in IPL dataset on Kaggle? I only use mathches.csv for making a prediction, but I don’t understand how do I relate both the files.",1,0,/unanswered/How-do-I-use-both-mathches-csv-and-deleiveries-csv-for-making-a-prediction-in-IPL-dataset-on-Kaggle-I-only-use-mathches-csv-for-making-a-prediction-but-I-don-t-understand-how-do-I-relate-both-the-files
What is the minimum number of active users required for a community like Kaggle to be successful? Is there any study done on this field?,2,0,/unanswered/What-is-the-minimum-number-of-active-users-required-for-a-community-like-Kaggle-to-be-successful-Is-there-any-study-done-on-this-field
